-53.364025,206.753372,1.764
-53.364025,206.753372,3.528
-53.364025,206.753372,5.292
-53.364025,206.753372,7.056
-53.364025,206.753372,8.820
-53.364025,206.753372,10.584
-53.364025,206.753372,12.348
-53.364025,206.753372,14.112
-53.363865,206.753387,12.208
-53.363644,206.753372,0.180
-53.362923,206.753220,0.865
-53.362701,206.753159,1.075
-53.362759,206.753082,1.031
-53.362923,206.753036,0.867
-53.363098,206.752991,0.667
-53.363258,206.752991,0.477
-53.363380,206.752960,0.318
-53.363468,206.753006,0.196
-53.363537,206.752991,0.109
-53.363575,206.753006,0.052
-53.363602,206.753021,0.016
-53.363625,206.752991,0.004
-53.363636,206.752960,0.012
-53.358147,206.752914,1.231
-53.320366,206.752609,3.375
-53.260933,206.752655,4.630
-53.190815,206.752853,5.101
-53.120148,206.753830,5.113
-53.051041,206.753876,4.973
-52.984039,206.754745,4.841
-52.919022,206.754745,4.674
-52.856041,206.755341,4.527
-52.794167,206.755280,4.474
-52.731659,206.755829,4.556
-52.666782,206.755753,4.754
-52.598579,206.756226,4.987
-52.527855,206.756088,5.122
-52.457623,206.756744,4.991
-52.389797,206.756546,4.845
-52.324322,206.757019,4.661
-52.261223,206.756683,4.506
-52.199501,206.756912,4.443
-52.137287,206.756363,4.524
-52.072769,206.756287,4.724
-52.004726,206.755478,4.981
-51.933792,206.755096,5.146
-51.862949,206.753952,5.035
-51.794445,206.753540,4.905
-51.727333,206.752380,4.819
-51.660587,206.751785,4.830
-51.592426,206.750473,4.975
-51.521191,206.749573,5.224
-51.445724,206.747940,5.554
-51.365158,206.746628,5.938
-51.278950,206.744598,6.357
-51.186794,206.742783,6.794
-51.088535,206.740265,7.241
-50.984089,206.737869,7.692
-50.873440,206.734940,8.146
-50.756432,206.731934,8.614
-50.632687,206.728302,9.108
-50.502380,206.724258,9.567
-50.366119,206.719666,9.986
-50.224293,206.714493,10.382
-50.077076,206.708832,10.769
-49.924557,206.702621,11.151
-49.766739,206.695847,11.534
-49.603603,206.688553,11.918
-49.435081,206.680618,12.309
-49.261127,206.671951,12.703
-49.081665,206.662613,13.102
-48.896675,206.652512,13.502
-48.706161,206.641602,13.902
-48.510136,206.629883,14.301
-48.308640,206.617294,14.698
-48.101681,206.603912,15.093
-47.889374,206.589645,15.481
-47.671764,206.574585,15.869
-47.448849,206.558273,16.257
-47.220684,206.540421,16.642
-46.987301,206.521027,17.025
-46.748756,206.499924,17.405
-46.505077,206.477142,17.783
-46.256317,206.452530,18.159
-46.002647,206.426239,18.514
-45.745018,206.397614,18.723
-45.487972,206.370041,18.619
-45.232315,206.338242,18.586
-44.976376,206.307190,18.606
-44.720165,206.271378,18.687
-44.462521,206.236343,18.739
-44.205616,206.196869,18.732
-43.948288,206.157883,18.877
-43.673397,206.112900,20.670
-43.376953,206.062347,22.113
-43.064003,206.005005,23.299
-42.737469,205.943222,24.274
-42.400066,205.875488,25.097
-42.053249,205.803635,25.790
-41.698650,205.726303,26.400
-41.336945,205.645233,26.931
-40.969219,205.558990,27.421
-40.595734,205.469131,27.863
-40.217331,205.374039,28.287
-39.833946,205.275360,28.683
-39.446175,205.171494,29.081
-39.053741,205.064026,29.464
-38.657074,204.951477,29.856
-38.255920,204.835114,30.235
-37.850670,204.713760,30.620
-37.441132,204.588470,30.989
-37.027649,204.458359,31.365
-36.610111,204.324142,31.727
-36.188805,204.185059,32.096
-35.763630,204.041702,32.451
-35.334808,203.893539,32.814
-34.902256,203.741119,33.164
-34.466152,203.583984,33.522
-34.026440,203.422531,33.866
-33.583527,203.256561,34.166
-33.140579,203.087540,34.069
-32.703987,202.917831,33.550
-32.277027,202.749115,32.815
-31.861698,202.582077,31.950
-31.459158,202.417603,30.982
-31.070196,202.255997,29.982
-30.695114,202.098068,28.926
-30.333311,201.943085,28.041
-29.981482,201.790817,27.351
-29.637339,201.638779,26.923
-29.297016,201.487946,26.686
-28.959848,201.334656,26.598
-28.623671,201.181610,26.493
-28.292088,201.026871,26.171
-27.966427,200.874985,25.652
-27.649910,200.723663,25.013
-27.342110,200.576889,24.280
-27.045313,200.431885,23.496
-26.752850,200.289841,23.352
-26.463478,200.145248,23.213
-26.187605,200.006012,21.408
-25.939837,199.877594,19.462
-25.712002,199.760880,17.946
-25.499096,199.651596,16.866
-25.296272,199.546448,16.216
-25.098608,199.443222,15.918
-24.902689,199.340179,15.868
-24.706299,199.236206,15.980
-24.508066,199.130554,16.192
-24.307140,199.022751,16.467
-24.102970,198.912506,16.782
-23.895195,198.799622,17.121
-23.683605,198.683899,17.475
-23.468050,198.565353,17.837
-23.248453,198.443802,18.203
-23.024693,198.319229,18.609
-22.797283,198.192154,18.779
-22.566242,198.061951,19.229
-22.336151,197.932999,18.891
-22.107059,197.802048,19.127
-21.877888,197.672058,18.915
-21.648520,197.538742,19.240
-21.419512,197.406143,18.965
-21.191631,197.270416,19.207
-20.952681,197.128738,20.542
-20.694927,196.972412,22.272
-20.423807,196.805222,23.229
-20.141037,196.628326,24.446
-19.849947,196.443680,25.058
-19.551231,196.250992,25.963
-19.247490,196.051437,26.370
-18.938763,195.844574,27.082
-18.627037,195.630630,27.404
-18.312452,195.408524,28.017
-17.996515,195.178513,28.296
-17.679098,194.939941,28.847
