-52.014027,206.753387,0.000
-52.014027,206.753387,0.000
-52.014027,206.753387,0.000
-52.014027,206.753387,0.000
-52.014027,206.753387,0.000
-52.014034,206.753372,0.017
-52.014034,206.753372,0.013
-52.014034,206.753372,0.009
-52.014042,206.753372,0.006
-52.014042,206.753372,0.004
-52.014042,206.753372,0.002
-52.014042,206.753372,0.001
-52.014042,206.753372,0.000
-52.014042,206.753372,0.000
-52.014042,206.753372,0.000
-52.014042,206.753372,0.000
-52.014042,206.753372,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-52.014042,206.753357,0.000
-51.996513,206.753372,2.254
-51.946926,206.753372,4.102
-51.877811,206.753372,5.341
-51.794964,206.753372,6.282
-51.700966,206.753372,7.071
-51.597034,206.753372,7.781
-51.483707,206.753372,8.452
-51.361160,206.753372,9.114
-51.229321,206.753372,9.782
-51.087994,206.753357,10.466
-50.937050,206.753540,11.160
-50.776474,206.753998,11.868
-50.605579,206.753616,12.613
-50.423954,206.751724,13.387
-50.231564,206.749496,14.164
-50.028648,206.747467,14.933
-49.815529,206.744980,15.695
-49.592571,206.741058,16.449
-49.358337,206.733398,17.245
-49.112328,206.719971,18.084
-48.854496,206.703537,18.950
-48.592087,206.685684,19.142
-48.331669,206.667709,18.659
-48.064983,206.647751,19.908
-47.773949,206.627060,21.605
-47.461372,206.604568,23.077
-47.129448,206.580765,24.444
-46.780136,206.551544,25.706
-46.414577,206.519272,26.873
-46.033947,206.482605,27.970
-45.638741,206.443695,29.020
-45.229591,206.400635,30.038
-44.806984,206.355331,31.002
-44.371174,206.307526,31.965
-43.922523,206.256912,32.890
-43.461212,206.203171,33.822
-42.987377,206.145737,34.739
-42.501331,206.085022,35.632
-42.003632,206.022476,36.470
-41.504242,205.958389,36.263
-41.007996,205.891296,36.097
-40.506874,205.816620,37.045
-39.994633,205.728714,37.709
-39.481133,205.625565,37.806
-38.970161,205.503433,37.878
-38.465408,205.355789,37.721
-37.972752,205.184509,37.389
-37.492340,204.997543,36.957
-37.022598,204.801804,36.480
-36.561943,204.601761,35.995
-36.109077,204.400238,35.527
-35.662937,204.198746,35.089
-35.222591,203.998123,34.693
-34.785801,203.798065,34.602
-34.349533,203.597641,34.500
-33.916157,203.398193,33.892
-33.500301,203.206635,32.492
-33.099060,203.021729,31.504
-32.708607,202.841782,30.675
-32.325264,202.665085,30.244
-31.946770,202.490631,29.838
-31.570229,202.317078,29.823
-31.194605,202.144211,29.659
-30.820351,201.972168,29.563
-30.451717,201.801346,29.006
